original (cond)	sample (pos)	generated (neg)	BLEU	METEOR
what is the ultimate happiness in life ?	what is the ultimate enjoyment in life ?	what is there ? the daily age of happiness ? and life that happiness and gravitational is ultimate of life ? what are there s	0.15275252315895732	0.3117729177142926
which is your favourite film in 2016 ?	which is the best movie of 2016 ?	what is your best 2016 ? one movies who s your favourite	0.3692744729058266	0.31104071015407236
how do you know if you 're really in love ?	how do know that you are in love ?	how do you if and you are love you person ?	0.46709936640986355	0.30987416400760465
what is your favourite movie and why ?	what are your favorite movies and why ?	what is your that ? all-time your favorite that why accomplishment is	0.3692744729058266	0.3091774772263559
what is the right age to start-up ?	what is the right age to start business ?	what is start-up ? soon age start-up ?	0.42257712725484126	0.3091713022798223
how can i make my study more effective ?	how do you study effectively ?	how can i make trump and study ?	0.5003287149469438	0.3090046331141728
how does the stock market work generally ?	how does stock market works ?	how do the various apple and going to work ? ? does russia expands for the stock market ? what stock market india ?	0.15925551431087165	0.3089570909365541
which is a good laptop under rs . 60,000 ?	which is the best laptop under 60,000 in india ?	which is best under under 60,000 ? give best to good laptop for about ₹ interesting the best under ?	0.3441236007881837	0.3076818570116447
how do i get started with freelancing as a web developer ?	how do i start freelancing as web developer ?	how do i get very web	0.4288819423302449	0.30645946355210196
which is the best gaming laptop under $ 500 ?	can someone get a good gaming laptop under $ 500 ?	which is the best laptop under the best laptop laptop	0.516397779388174	0.30641678597666694
why did the roman empire last so long ?	how long did the roman empire last ? why did it last so long ?	why did roman empire stand its causes ? by ?	0.36514837163156744	0.3062998703706947
how do i tell the difference between infatuation and love ?	what is the difference between being in love and lust ?	what is the difference between infatuation ?	0.5155147566059136	0.30553007552238376
how can i improve my memory problem ?	what should i do to improve my memory ?	how can do i improve memory ?	0.6129752411916727	0.3054600021271544
what are the safety precautions on handling shotguns proposed by the nra in new hampshire ?	what are the safety precautions on handling shotguns proposed by the nra in california ?	what are the safety nra in pennsylvania ? shotguns to on handling the nra in fact nra in maine ?	0.41675437671185933	0.30520951716942024
how could i increase my height ?	how do i increase my height after 16 ?	how do i increase ? ? get back or an ? ? my height my failure ? height my height they 's the on like ? 'm a taller faster ?	0.1735152064798519	0.3039843125213796
what is the difference between sore throat and strep throat ? what causes it suddenly ?	what is the difference between sore throat and strep throat ? what causes strep throat suddenly ?	what led the difference between cat throat between sore and difference difference between dark sore and what should ? cat rat ? strep and suddenly sore difference between sore throat	0.24447927302426964	0.3036068590891139
what evidence is there to support the existence of alien life ?	is there any proof or evidence of alien / extraterrestrial life existence ?	does there any of existence hair extraterrestrial faith at shared life evidence they ? eye extraterrestrial life ? ?	0.2649064713986791	0.30360648269677126
how do i become a penetration tester ?	what is the way to become a penetration tester ?	how do i how microcontroller network penetration form pro penetration penetration penetration penetration tester symbol first ?	0.2572478776981582	0.30328232509354
how do i find love in life ?	how do i find a love of life ?	how i do you prefer ? love life meaningful ? love 2017 in ?	6.201736729000405e-09	0.30303030303030304
how do you raise a child ?	what are some of the best ways to raise your child ?	how do been the husband how do you plan ? raise to	0.32566947358395304	0.3027621033301462
which is the best movie ever in hollywood ( new ) ?	what is your best hollywood movie and why ?	which is the best hollywood movie of	0.6351142313854244	0.30248210787693436
what should i do to earn money online ?	how can we earn money online in india ?	how can i earn money from need to your application about an possible online ?	0.33806170186806433	0.30068718959391766
